"impacto","circuito","servicio","motivo","solicita","numeroinstalacion","municipio","nombreresponsable","fecha_y_hora_esperada","inicio","fin","horas","estado","fecharegistro","barrio","nombrecontratista","tipoaviso"
Medio,El Totumo,Agua,Mantenimiento,Unidad Vinculación y Desarrollo Urbanístico Aguas,"3163",Girardota,Oscar Restrepo Gallego,2023-08-17 23:00:00.000,2023-08-17 19:00:00.000,2023-08-17 23:00:00.000,4.0,ABIERTA,2023-08-09,"Vereda el Totumo, sector Juan cojo, Santana, La nueva, Guayacanes",Maria Victoria Gomez Saldarriaga.,IVR
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversió,"320",Medellín,FABER ESTEBAN GIL ACOSTA,2022-11-29 16:00:00.000,2022-11-29 13:00:00.000,2022-11-29 16:00:00.000,3.0,ABIERTA,2022-11-16,"San Bernardo, Belén, Granada","Contratista CONSORCIO REDES 2020 . 
.",Volantes
Bajo,San Esteban,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","323",Girardota,Jorge Humberto Marin Posada,2022-11-23 04:00:00.000,2022-11-23 21:00:00.000,2022-11-24 04:00:00.000,7.0,ABIERTA,2022-11-16,"San Antonio (Girardota), San Andrés (Girardota)",Contratista: Ingeniería Total Ltda.,Volantes
Alto,Llanaditas,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"3252",Medellín,Juan David Muñoz Urrea,2023-01-19 05:00:00.000,2023-01-19 17:00:00.000,2023-01-20 05:00:00.000,12.0,ABIERTA,2022-12-26,"La Ladera, La Libertad, Llanaditas, Los Mangos, Trece de Noviembre",Contratista Proing sa.,IVR
MEDIO,Potrerito,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","3285",Bello,Jorge Andrés Lora Hoyos,2022-12-12 14:00:00.000,2022-12-12 10:00:00.000,2022-12-12 14:00:00.000,4.0,ABIERTA,2022-11-25,Barrio Nuevo; Area Sin Dllo Com 03 Bello; Serramonte; Area Sin Dllo Com 02 Bello;  Maruchenga;  Villa de Occidente,Contratista: Ingeniería Total Ltda.,IVR
Bajo,El Dorado,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"33",Envigado,Juan David Muñoz Urrea,2023-07-20 17:00:00.000,2023-07-20 13:00:00.000,2023-07-20 17:00:00.000,4.0,ABIERTA,2023-07-10,Municipio de Envigado: La Paz,Contratista Consorcio CyC.,Volantes
Medio,El Totumo,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","3335",Girardota,Jorge Humberto Marin Posada,2023-06-05 03:00:00.000,2023-06-05 22:00:00.000,2023-06-06 03:00:00.000,5.0,ABIERTA,2023-05-29,Municipio Girardota: El Barro; El Totumo; Las Cuchillas; Manga Arriba.,Ingeniería Total Ltda.,IVR
Alto,Picacho,Agua,Programado,Unidad Desarrollo de Intervenciones de Inversió,"3345",Medellín,Juan David Muñoz Urrea,2022-11-17 06:00:00.000,2022-11-17 18:00:00.000,2022-11-18 06:00:00.000,12.0,ABIERTA,2022-10-26,"Doce de Octubre #1, Doce de Octubre #2, Picacho, San Martin de Porres",Contratista UT Redes AC SMA. Auxiliar: Orlando Agudelo - 300 4636521.,IVR
Bajo,Doce De Octubre,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"336",Medellín,Juan David Muñoz Urrea,2023-08-14 17:00:00.000,2023-08-14 13:00:00.000,2023-08-14 17:00:00.000,4.0,ABIERTA,2023-07-31,"Picacho, Picachito",Condugas.,Volantes
Medio,Cumbres,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","3363",Sabaneta,Jorge Andrés Lora Hoyos,2023-07-13 14:00:00.000,2023-07-13 10:00:00.000,2023-07-13 14:00:00.000,4.0,ABIERTA,2023-06-25,"Municipio de Sabaneta: La Doctora, Maria Auxiliadora, San José.",Contratista: Ingeniería Total Ltda..,IVR
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"337",Medellín,Jorge Andrés Lora Hoyos,2023-05-09 02:00:00.000,2023-05-09 22:00:00.000,2023-05-10 02:00:00.000,4.0,ABIERTA,2023-05-02,Municipio de Medellín:  Santafé y Trinidad,Contratista Sanear SAS.,Volantes
Bajo,América,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"339",Medellín,Juan David Muñoz Urrea,2023-02-07 17:00:00.000,2023-02-07 13:00:00.000,2023-02-07 17:00:00.000,4.0,ABIERTA,2023-01-31,Lorena,Contratista FM Ingeniería sa.,Volantes
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"36",Medellín,Jorge Andrés Lora Hoyos,2023-05-02 01:00:00.000,2023-05-02 23:00:00.000,2023-05-03 01:00:00.000,2.0,ABIERTA,2023-04-24,Municipio de Medellín: Trinidad,Contratista: Sanear SAS.,Volantes
Bajo,América,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversió,"360",Medellín,John Fredy Pulgarín Cardona,2022-11-28 17:00:00.000,2022-11-28 13:00:00.000,2022-11-28 17:00:00.000,4.0,ABIERTA,2022-11-16,Las Acacias.,CONSORCIO REDES 2020.,Volantes
Alto,Volador,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","36084",Medellín,Jorge Andrés Lora Hoyos,2023-07-11 04:00:00.000,2023-07-10 21:00:00.000,2023-07-11 04:00:00.000,7.0,ABIERTA,2023-06-25,Distrito Medellín:  San German; Los Colores; Suramericana; Carlos E. Restrepo; Unidad Deportiva Atanasio Girard; Cuarta Brigada; Calasanz; Universidad Nacional; Cerro El Volador; Progreso; Alfonso Lopez; Francisco Antonio Zea; Lic,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,Popular,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"3634",Bello,Oscar Restrepo Gallego,2023-07-14 04:00:00.000,2023-07-13 19:00:00.000,2023-07-14 04:00:00.000,9.0,ABIERTA,2023-07-04,"Acevedo, Alpes del Norte, Machado, Santa Rita, Zamora",PROING S.A.,IVR
Alto,Sabaneta,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","36664",Sabaneta,Jorge Humberto Marin Posada,2023-05-17 03:00:00.000,2023-05-17 20:00:00.000,2023-05-18 03:00:00.000,7.0,ABIERTA,2023-05-08,Municipio Sabaneta: Los Arias; Villas Del Carmen; La Florida; Los Alcázares; La Barquereña; San Joaquín; Betania; Vegas De La Doctora; Lagos De La Doctora; Vegas De San Jose; Tres Esquinas; Prados De Sabaneta; Nuestra Señora De Lo,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Campestre,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"3667",Envigado,Oscar Restrepo Gallego,2023-06-28 06:00:00.000,2023-06-27 17:00:00.000,2023-06-28 06:00:00.000,13.0,ABIERTA,2023-06-05,"El Portal, Jardines, Pontevedra, San Marcos, Villa Grande",CONSORCIO OTRAPARTE.,IVR
Bajo,Campestre,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"371",Medellín,Juan David Muñoz Urrea,2023-06-14 00:00:00.000,2023-06-13 21:00:00.000,2023-06-14 00:00:00.000,3.0,ABIERTA,2023-06-02,Santa María de los Angeles,Contratista Consorcio CYC GAAL.,Volantes
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"373",Medellín,Oscar Restrepo Gallego,2023-06-15 02:00:00.000,2023-06-14 22:00:00.000,2023-06-15 02:00:00.000,4.0,ABIERTA,2023-05-30,"Santa Fe, Trinidad",SANEAR S.A.,Volantes
Bajo,Nutibara,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"373",Medellín,Juan David Muñoz Urrea,2023-09-22 05:00:00.000,2023-09-21 20:00:00.000,2023-09-22 05:00:00.000,9.0,ABIERTA,2023-09-05,"Barrio Colombia, San Diego, Castropol",CyC.,Volantes
Bajo,Manzanillo,Agua,Modernización,Unidad Control Perdidas y Vertimientos Aguas,"38",Itagüí,John Fredy Pulgarín Cardona,2022-12-14 18:00:00.000,2022-12-14 13:00:00.000,2022-12-14 18:00:00.000,5.0,ABIERTA,2022-11-03,El Ajizal,Contratista: Juan Carlos Gil.,Volantes
Bajo,Salvatorianos,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"385",Itagüí,Oscar Restrepo Gallego,2023-07-28 18:00:00.000,2023-07-28 14:00:00.000,2023-07-28 18:00:00.000,4.0,ABIERTA,2023-07-13,"La Palma, San Pio X, Monteverde, Samaria Robles del sur",Consorcio Redes 2020.,Volantes
Alto,Sabaneta,Agua,Daño,Unidad Mantenimiento Redes Secundarias Acueducto,"3861",Sabaneta,Oscar Restrepo Gallego,2023-06-29 05:00:00.000,2023-06-28 22:00:00.000,2023-06-29 05:00:00.000,7.0,ABIERTA,2023-04-05,"Las Casitas, Loma del Barro",Consorcio CyC.,IVR
Bajo,Centro,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","389",Rionegro,Jorge Andrés Lora Hoyos,2023-06-29 11:00:00.000,2023-06-29 09:00:00.000,2023-06-29 11:00:00.000,2.0,ABIERTA,2023-05-25,Municipio de Rionegro: PP 12 La Pereira; Santa Ana; Santa Ana Parte Baja,Ingeniería Total Ltda.,Volantes
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"389",Medellín,Oscar Restrepo Gallego,2023-08-10 18:00:00.000,2023-08-10 14:00:00.000,2023-08-10 18:00:00.000,4.0,ABIERTA,2023-07-12,La Gloria,Consorcio Redes 2020.,Volantes
Bajo,América,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"39",Medellín,Juan David Muñoz Urrea,2023-03-30 16:00:00.000,2023-03-30 13:00:00.000,2023-03-30 16:00:00.000,3.0,ABIERTA,2023-03-17,Nueva Villa de Aburra,Contratista Consorcio Redes 2020.,Volantes
Bajo,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"392",Medellín,Juan David Muñoz Urrea,2023-09-06 17:00:00.000,2023-09-06 14:00:00.000,2023-09-06 17:00:00.000,3.0,ABIERTA,2023-08-30,Kennedy,Contratista UT REDES AC SMA,Volantes
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"394",Medellín,Juan David Muñoz Urrea,2023-06-07 17:00:00.000,2023-06-07 12:00:00.000,2023-06-07 17:00:00.000,5.0,ABIERTA,2023-05-30,San Bernardo,Consorcio Redes 2020.,Volantes
Bajo,Salvatorianos,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"396",Itagüí,Juan David Muñoz Urrea,2023-06-20 18:00:00.000,2023-06-20 13:00:00.000,2023-06-20 18:00:00.000,5.0,ABIERTA,2023-06-02,"La Palma. Monte Verde, San Pio X",Contratista Consorio Redes 2020.,Volantes
Bajo,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"399",Medellín,Oscar Restrepo Gallego,2023-09-19 22:00:00.000,2023-09-19 17:00:00.000,2023-09-19 22:00:00.000,5.0,ABIERTA,2023-09-13,Kennedy,UT REDES AC SMA.,Volantes
Bajo,Santa Elena,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"404",Medellín,Oscar Restrepo Gallego,2023-06-28 17:00:00.000,2023-06-28 10:00:00.000,2023-06-28 17:00:00.000,7.0,ABIERTA,2023-06-16,"Villatina, La libertad",SANEAR S.A.,Volantes
Alto,Campo Valdés,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"4110",Medellín,Juan David Muñoz Urrea,2023-02-16 05:00:00.000,2023-02-16 20:00:00.000,2023-02-17 05:00:00.000,9.0,ABIERTA,2023-02-07,"Campo Valdes # 1, La Piñuela, Las Esmeraldas",Proing SA.,IVR
Alto,La Estrella,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","41336",La Estrella,Jorge Andrés Lora Hoyos,2023-04-17 04:00:00.000,2023-04-17 22:00:00.000,2023-04-18 04:00:00.000,6.0,ABIERTA,2023-03-24,"Municipio Itagüí: Ditaires; Triana; San Francisco; San Gabriel; 19 De Abril; Santa Catalina.
Municipio La Estrella: Bellavista; San Andrés; Centro; La Ferrería; Horizontes; Quebrada Grande; El Pedrero; Chile; La Chinca; Las Brisas",Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Medio,La Pastora,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas,"4177",Medellín,John Fredy Pulgarín Cardona,2023-02-13 19:00:00.000,2023-02-13 13:00:00.000,2023-02-13 19:00:00.000,6.0,ABIERTA,2023-02-03,Barrios de Jesús y Bombona N° 2.,Jorge Ivan Guingue D.,IVR
Medio,Pedregal,Agua,Daño,Unidad Mantenimiento Redes Secundarias Acueducto,"4306",Bello,Juan David Muñoz Urrea,2023-08-02 00:00:00.000,2023-08-01 20:00:00.000,2023-08-02 00:00:00.000,4.0,ABIERTA,2023-07-26,"Barrio Nuevo, Santander, La Cabaña, Amazonia",Contratista  Condugas .,IVR
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"434",Medellín,Juan David Muñoz Urrea,2023-05-09 18:00:00.000,2023-05-09 13:00:00.000,2023-05-09 18:00:00.000,5.0,ABIERTA,2023-04-26,San Bernardo,Contratista Consorcio Redes 2020.,Volantes
Medio,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"4402",Medellín,Oscar Restrepo Gallego,2023-09-01 02:00:00.000,2023-08-31 22:00:00.000,2023-09-01 02:00:00.000,4.0,ABIERTA,2023-08-16,"Parque San Pablo II, Trinidad, Santa fé.",Contratista: Sanear S.A.S.,IVR
Alto,Pedregal,Agua,Mantenimiento,Unidad Desarrollo Intervenciones de Inversión,"45073",Medellín,Jorge Andrés Lora Hoyos,2023-09-24 17:00:00.000,2023-09-22 23:00:00.000,2023-09-24 17:00:00.000,42.0,ABIERTA,2023-08-24,"Distrito Medellín: Kennedy; Alfonso Lopez; Tejelo; Florencia; Pedregal; Girardot; San Martin De Porres; Castilla; La Esperanza; Francisco Antonio Zea; Boyacá; Las Brisas.
Municipio Bello: Barrio Nuevo; La Cabañita; Villa De Occide",Dirección Montajes EPM.,IVR + Plan medios
Alto,Pedregal,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"45084",Medellín,Juan David Muñoz Urrea,2023-04-11 05:00:00.000,2023-04-11 15:00:00.000,2023-04-12 05:00:00.000,14.0,ABIERTA,2023-03-23,"Medellín: Alfonso López, Boyacá, Castilla, Florencia,  Francisco Antonio Zea, Girardot,  Kennedy,  La Esperanza, Las Brisas, Pedregal, San Martín de Porres, Santander, Tejelo.
Bello: Barrio Nuevo, Cabañas, Cabañitas, Florencia, Gr",Contratista Condugas sa,IVR + Plan medios
Bajo,El Dorado,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"451",Envigado,Jorge Andrés Lora Hoyos,2023-03-28 17:00:00.000,2023-03-28 13:00:00.000,2023-03-28 17:00:00.000,4.0,ABIERTA,2023-03-08,Municipio de Envigado: La Paz,Contratista Consorcia CyC.,Volantes
Bajo,Pedregal Alto,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","452",Medellín,Jorge Humberto Marin Posada,2023-02-09 15:00:00.000,2023-02-09 10:00:00.000,2023-02-09 15:00:00.000,5.0,ABIERTA,2023-01-30,Municipio Medellín: Pedregal Alto.,Contratista: Ingeniería Total Ltda.,Volantes
Bajo,Ayurá,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"452",Medellín,Juan David Muñoz Urrea,2023-07-19 18:00:00.000,2023-07-19 13:00:00.000,2023-07-19 18:00:00.000,5.0,ABIERTA,2023-07-06,"Distrito Medellín: El Diamante #2, San Lucas",Contratista Consorcio CyC.,Volantes
Bajo,Orfelinato,Agua,Programado,Unidad Desarrollo de Intervenciones de Inversió,"461",Medellín,John Fredy Pulgarín Cardona,2022-11-15 00:00:00.000,2022-11-15 22:00:00.000,2022-11-16 00:00:00.000,2.0,ABIERTA,2022-11-08,Jesús Nazareno y Prado.,CONTRATISTA SANEAR S.A.S.,Volantes
Bajo,Orfelinato,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversió,"461",Medellín,John Fredy Pulgarín Cardona,2022-11-29 06:00:00.000,2022-11-29 19:00:00.000,2022-11-30 06:00:00.000,11.0,ABIERTA,2022-11-21,Jesús Nazareno y Prado,CONTRATISTA SANEAR S.A.S.,Volantes
Bajo,Ana Díaz,Agua,Lavado de tanque,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 1","463",Medellín,Jorge Humberto Marin Posada,2023-05-04 11:00:00.000,2023-05-04 09:00:00.000,2023-05-04 11:00:00.000,2.0,ABIERTA,2023-04-25,Municipio Medellín: Nuevos Conquistadores.,Contratista: Ingeniería Total Ltda.,Volantes
Bajo,Ana Díaz,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"463",Medellín,Jorge Humberto Marin Posada,2023-05-21 20:00:00.000,2023-05-21 14:00:00.000,2023-05-21 20:00:00.000,6.0,ABIERTA,2023-05-11,Distrito Medellín: Nuevos Conquistadores.,Redyco S.A.S.,IVR + Plan medios
Alto,Bello,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","47743",Bello,Jorge Andrés Lora Hoyos,2023-07-28 04:00:00.000,2023-07-27 21:00:00.000,2023-07-28 04:00:00.000,7.0,ABIERTA,2023-06-25,Municipio Bello: Zona Industrial 3; Panamericano; Ciudad Niquia; La Ciudadela Del Norte; Las Granjas; Zona Industrial 2; Centro; Prado; Zona Industrial 1 ; La Estación; Manchester; Rincón Santo; San Jose Obrero; Santana; Congolo; ,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Bello,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","47794",Bello,Jorge Andrés Lora Hoyos,2023-01-31 04:00:00.000,2023-01-31 20:00:00.000,2023-02-01 04:00:00.000,8.0,ABIERTA,2022-12-29,Zona Industrial 3 (Bello); Panamericano; Ciudad Niquia; La Ciudadela del Norte; Las Granjas (Bello); Zona Industrial 2 (Bello); Centro (Bello); Prado (Bello); Zona Industrial 1 (Bello); La Estacion; Manchester; Rincón Santo; San J,"Contratista: Ingeniería Total Ltda. Auxiliar EPM: John Jairo Osorio, celular: 3014301876.",IVR + Plan medios
Bajo,Aures,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"484",Medellín,Juan David Muñoz Urrea,2023-09-05 15:00:00.000,2023-09-05 09:00:00.000,2023-09-05 15:00:00.000,6.0,ABIERTA,2023-08-29,Aures #2,Contratista Condugas sa,Volantes
Alto,Miraflores,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"4918",Medellín,Oscar Restrepo Gallego,2023-09-08 05:00:00.000,2023-09-07 18:00:00.000,2023-09-08 05:00:00.000,11.0,ABIERTA,2023-08-04,"Miraflores, Los Cerros, El Vergel, Alejandro Echavarria, La libertad, La Milagrosa y Cataluña",Contratista SANEAR S.A.S.,IVR
Alto,Bello,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"4968",Bello,Juan David Muñoz Urrea,2023-03-30 03:00:00.000,2023-03-30 19:00:00.000,2023-03-31 03:00:00.000,8.0,ABIERTA,2023-03-09,"Ciudad Niquia, Ciudadela del Norte, Panamericano, Zona industrial #2, Zona Industrial #3.",Contratista Condugas SA.,IVR
Bajo,América,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"50",Medellín,Jorge Andrés Lora Hoyos,2023-03-21 17:00:00.000,2023-03-21 13:00:00.000,2023-03-21 17:00:00.000,4.0,ABIERTA,2023-03-08,Las Acacias,Consorcio Redes 2020.,Volantes
Alto,Orfelinato,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"5075",Medellín,Juan David Muñoz Urrea,2023-05-03 05:00:00.000,2023-05-03 18:00:00.000,2023-05-04 05:00:00.000,11.0,ABIERTA,2023-03-30,"El Chagualo, Estación Villa, Hospital San Vicente de Paul, Jesús Nazareno.",Contratista Sanear sas.,IVR + Plan medios
Medio,Orfelinato,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"5100",Medellín,FABER ESTEBAN GIL ACOSTA,2023-02-08 01:00:00.000,2023-02-08 23:00:00.000,2023-02-09 01:00:00.000,2.0,ABIERTA,2023-01-05,"Hospital San Vicente de Paúl, El Chagualo, Jesús Nazareno, Prado, Estación Villa","Contratista SANEAR S.A. 
Auxiliar: CARLOS MARIO TABORDA MONTES- 3022447926.",IVR + Plan medios
Alto,Copacabana,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"5132",Copacabana,Juan David Muñoz Urrea,2023-02-02 05:00:00.000,2023-02-02 19:00:00.000,2023-02-03 05:00:00.000,10.0,ABIERTA,2023-01-24,"Centro Simon Bolivar, El Remanso, La Asunción, La Azulita, La MIsericordia, Las Vegas, Machado, Pedregal, Porvenir, Tobon Quintero.",Contratista Proing sa.,IVR + Plan medios
Alto,América,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"51412",Medellín,Jorge Humberto Marin Posada,2023-05-21 00:00:00.000,2023-05-21 12:00:00.000,2023-05-22 00:00:00.000,12.0,ABIERTA,2023-05-11,Distrito Medellín: Santa Rosa De Lima; Calasanz Parte Alta; Campo Alegre; La América; La Pradera; Los Alcázares; Santa Lucia; La Floresta; El Velódromo; Lorena; La Castellana; Laureles; Las Acacias; Simón Bolívar; El Nogal - Los A,Redyco S.A.S.,IVR + Plan medios
Alto,Paris,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","5393",Bello,Jorge Andrés Lora Hoyos,2023-02-02 15:00:00.000,2023-02-02 09:00:00.000,2023-02-02 15:00:00.000,6.0,ABIERTA,2022-12-29,El Triunfo (San Cristóbal); Paris; El Progreso No. 2; Mirador del Doce; Picachito,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"542",Medellín,Oscar Restrepo Gallego,2023-09-19 02:00:00.000,2023-09-19 00:00:00.000,2023-09-19 02:00:00.000,2.0,ABIERTA,2023-09-07,"Lorena, Florida Nueva, Bolivariana",SANEAR S.A.S.,IVR
Bajo,Pedregal Alto,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","544",Medellín,Jorge Andrés Lora Hoyos,2023-08-10 14:00:00.000,2023-08-10 09:00:00.000,2023-08-10 14:00:00.000,5.0,ABIERTA,2023-07-25,Distrito Medellín: Pedregal Alto.,Contratista: Ingeniería Total Ltda.,IVR
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"546",Medellín,Oscar Restrepo Gallego,2023-08-25 02:00:00.000,2023-08-24 22:00:00.000,2023-08-25 02:00:00.000,4.0,ABIERTA,2023-08-16,"Santa Fe, Trinidad",Sanear S.A.,IVR
Alto,Pedregal,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"5587",Medellín,Oscar Restrepo Gallego,2023-07-14 05:00:00.000,2023-07-13 19:00:00.000,2023-07-14 05:00:00.000,10.0,ABIERTA,2023-06-23,"Alfonso Lopez, Castilla, Francisco Antonio Zea, Girardot y La Esperanza",UT REDES AC SMA,IVR + Plan medios
Bajo,La Esperanza,Agua,Programado,Unidad Vinculación y Desarrollos Urbanísticos Provisión Agua,"56",Envigado,FABER ESTEBAN GIL ACOSTA,2022-11-15 17:00:00.000,2022-11-15 13:00:00.000,2022-11-15 17:00:00.000,4.0,ABIERTA,2022-11-08,Las Palmas,Frans Wilson Cantillo (Urbanizador Mpio de Envigado).,Volantes
Bajo,América,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"567",Medellín,Juan David Muñoz Urrea,2023-08-31 03:00:00.000,2023-08-30 20:00:00.000,2023-08-31 03:00:00.000,7.0,ABIERTA,2023-07-05,"Calasanz Parte Alta, Los Alcazares",Contratista: Condugas SA.,IVR
Bajo,Los Parras,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"573",Medellín,Juan David Muñoz Urrea,2023-07-25 17:00:00.000,2023-07-25 13:00:00.000,2023-07-25 17:00:00.000,4.0,ABIERTA,2023-07-17,Castropol,Consorcio CyC.,IVR
Bajo,Las Brujas,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"588",Envigado,FABER ESTEBAN GIL ACOSTA,2023-02-16 02:00:00.000,2023-02-16 20:00:00.000,2023-02-17 02:00:00.000,6.0,ABIERTA,2023-01-26,Los naranjos,CONSORCIO CYC.,IVR
Alto,Moscú,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"5990",Medellín,Oscar Restrepo Gallego,2023-07-12 04:00:00.000,2023-07-11 21:00:00.000,2023-07-12 04:00:00.000,7.0,ABIERTA,2023-07-04,"Granizal, La Isla, Moscu N°1, Moscu N°2, Popular, Santa Rita, Santo Domingo Savio N°1, Villa del Socorro",PROING S.A.,IVR + Plan medios
Bajo,Pedregal,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversió,"6",Bello,John Fredy Pulgarín Cardona,2022-11-28 17:00:00.000,2022-11-28 13:00:00.000,2022-11-28 17:00:00.000,4.0,ABIERTA,2022-11-21,Barrio Nuevo,CONTRATISTA UT REDES AC SMA,Volantes
Bajo,Pedregal,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"6",Medellín,Oscar Restrepo Gallego,2023-08-10 05:00:00.000,2023-08-09 19:00:00.000,2023-08-10 05:00:00.000,10.0,ABIERTA,2023-06-27,Pedregal,Contratista UT REDES AC SMA,Volantes
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"607",Medellín,Oscar Restrepo Gallego,2023-07-19 05:00:00.000,2023-07-18 16:00:00.000,2023-07-19 05:00:00.000,13.0,ABIERTA,2023-07-06,"Distrito Medellín: Santa Fe, Trinidad",Contratista: Sanear S.A.,IVR
Alto,Ayurá,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"6200",Envigado,Juan David Muñoz Urrea,2022-11-24 06:00:00.000,2022-11-24 17:00:00.000,2022-11-25 06:00:00.000,13.0,ABIERTA,2022-11-09,"El Chingui, El Chocho, El Escobero, El Salado, La Inmaculada, La Pradera, La Sebastiana, Loma de las Brujas, Uribe Angel.",Contratista Ingeplus sas.,IVR + Plan medios
Bajo,Villa Linda,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","624",Bello,Jorge Andrés Lora Hoyos,2023-08-23 13:00:00.000,2023-08-23 09:00:00.000,2023-08-23 13:00:00.000,4.0,ABIERTA,2023-07-25,Municipio Bello: Tierradentro.,Contratista: Ingeniería Total Ltda.,IVR
Alto,Las Flores,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","6248",Envigado,Jorge Humberto Marin Posada,2023-05-15 03:00:00.000,2023-05-15 22:00:00.000,2023-05-16 03:00:00.000,5.0,ABIERTA,2023-05-08,"Municipio Envigado:  Loma Del Barro; El Trianon.
Municipio Sabaneta: María Auxiliadora.",Ingeniería Total Ltda.,IVR + Plan medios
